时间,PM2.5,PM10,CO,NO2,SO2,O3,zPM2.5,zPM10,zCO,zNO2,zSO2,zO3,风速,压强,降水量,温度,湿度,PM2.5差异,PM10差异,CO差异,NO2差异,SO2差异,O3差异
2018/12/6 0:00,15,6,.512,6,9,55,15.35,26.32,.581,40.94,14.48,44.68,1.439,1019.661,183.094,7.29,95.71,.35,20.32,.069,34.94,5.48,-10.32
2018/12/6 1:00,8,6,.506,6,10,54,19.47,33.44,.584,40.81,14.44,44.41,1.225,1019.975,183.441,7,94.72,11.47,27.44,.078,34.81,4.44,-9.59
2018/12/6 2:00,3,6,.512,5,8,57,20.15,35.24,.579,37.97,14.76,46.21,1.391,1020.724,184.412,7,94.32,17.15,29.24,.0669999999999999,32.97,6.76,-10.79
2018/12/6 3:00,3,6,.481,5,8,57,15.93,27,.579,37,14.79,47.07,1.014,1020.807,186.729,7,94.79,12.93,21,.098,32,6.79,-9.93
2018/12/6 4:00,13,6,.496,5,12,52,17.42,29.92,.592,40.92,14.67,43.5,1.592,1021.483,187.292,7,93.58,4.42,23.92,.096,35.92,2.67,-8.5
2018/12/6 5:00,7,6,.472,6,11,56,17.73,30.47,.58,38.53,14.4,45.93,1.327,1022.1,187.3,7,91.53,10.73,24.47,.108,32.53,3.4,-10.07
2018/12/6 6:00,3,8,.503,6,17,48,19.75,34.67,.575,46.25,14.83,59.08,.833,1023.25,187.3,7,94.5,16.75,26.67,.072,40.25,-2.17,11.08
2018/12/6 7:00,9,6,.573,7,21,46,19.95,34.42,.592,54.27,14.67,76.07,1.185,1023.492,187.3,7,94.7,10.95,28.42,.019,47.27,-6.33,30.07
2018/12/6 8:00,7,7,.57,7,19,48,22.72,39.78,.597,49.92,15.02,53.77,1.263,1024.075,187.3,7,93.17,15.72,32.78,.027,42.92,-3.98,5.77
2018/12/6 9:00,3,9,.534,7,25,40,27.62,48.53,.6,59.37,14.92,82.37,.883,1024.837,187.3,7,92.08,24.62,39.53,.0659999999999999,52.37,-10.08,42.37
2018/12/6 10:00,16,16,.549,6,29,36,26.77,47.46,.602,61.23,14.89,83.69,.903,1025.19,187.3,7,93.61,10.77,31.46,.0529999999999999,55.23,-14.11,47.69
2018/12/6 11:00,3,16,.568,6,29,34,30.25,56.07,.598,61.04,14.95,84.27,1.139,1024.782,187.3,7,92.11,27.25,40.07,.03,55.04,-14.05,50.27
2018/12/7 0:00,49,86,.793,8,27,20,76.13,152.79,.674,53.84,15.25,74.89,1.025,1031.105,195.389,4.16,86.64,27.13,66.79,-.119,45.84,-11.75,54.89
2018/12/7 1:00,63,89,.93,8,33,15,87.88,174.78,.697,58.93,15.65,73.98,1.815,1031.65,195.4,4.32,79.45,24.88,85.78,-.233,50.93,-17.35,58.98
2018/12/7 2:00,71,110,1.002,8,30,16,87.83,169.8,.698,57.48,15.58,75.12,1.528,1031.998,195.4,4,78.52,16.83,59.8,-.304,49.48,-14.42,59.12
2018/12/7 3:00,61,100,.707,9,21,22,63.65,127.44,.648,47.35,15.35,67.69,1.506,1032.25,195.4,3.9,75.15,2.65,27.44,-.0589999999999999,38.35,-5.65,45.69
2018/12/7 4:00,46,73,.474,8,15,26,45.68,93.83,.603,39.75,14.98,53.32,1.758,1032.27,195.4,3,70.97,-.32,20.83,.129,31.75,-.0199999999999996,27.32
2018/12/7 5:00,26,60,.366,8,16,28,37.11,73.62,.597,39.44,15.07,49.8,1.349,1032.613,195.4,3,69.39,11.11,13.62,.231,31.44,-.93,21.8
2018/12/7 6:00,12,50,.383,8,18,28,36.22,70.77,.602,41.87,15.05,57.37,2,1033.237,195.4,2.33,68.18,24.22,20.77,.219,33.87,-2.95,29.37
2018/12/7 7:00,27,47,.422,9,25,26,38.6,77.52,.595,52.43,15.12,76.4,1.497,1033.767,195.423,2.02,69.95,11.6,30.52,.173,43.43,-9.88,50.4
2018/12/7 8:00,19,44,.416,8,25,26,34.57,66.67,.603,50.28,14.95,76.62,1.602,1034.472,195.5,2.32,69.27,15.57,22.67,.187,42.28,-10.05,50.62
2018/12/7 9:00,17,56,.356,8,24,27,28.15,51.83,.6,52.95,14.97,78.52,1.323,1035.155,195.5,2.67,66.42,11.15,-4.17,.244,44.95,-9.03,51.52
2018/12/7 10:00,18,43,.331,8,27,28,23.18,42.1,.593,54.23,15,79.46,1.197,1034.872,195.5,2.9,64.23,5.18,-.899999999999999,.262,46.23,-12,51.46
2018/12/7 11:00,11,28,.303,7,25,30,21.59,39.05,.586,52.46,15.03,78.05,1.583,1034.2,195.5,2.41,63.31,10.59,11.05,.283,45.46,-9.97,48.05
2018/12/7 12:00,11,28,.252,8,24,31,24.96,44.94,.6,50.18,14.98,75.5,1.642,1033.604,195.5,2.12,63.24,13.96,16.94,.348,42.18,-9.02,44.5
2018/12/7 13:00,14,31,.272,10,27,31,29.85,53.88,.6,53.69,14.92,78.58,.958,1033.123,195.5,2.58,64.88,15.85,22.88,.328,43.69,-12.08,47.58
2018/12/7 14:00,18,38,.284,9,27,29,32.64,59.48,.616,57.28,14.92,80.12,1.224,1033.04,195.5,2.68,63.48,14.64,21.48,.332,48.28,-12.08,51.12
2018/12/7 15:00,16,42,.302,8,31,28,34.36,63.24,.6,58.6,15.16,80,1.356,1033.432,195.5,2,64.96,18.36,21.24,.298,50.6,-15.84,52
2018/12/7 16:00,16,42,.265,8,26,31,34.09,61.97,.594,55.31,14.8,78.8,1.271,1033.84,195.5,2,65.94,18.09,19.97,.329,47.31,-11.2,47.8
2018/12/7 17:00,15,39,.255,8,26,34,31,56.98,.58,52.42,14.86,76.25,1.178,1034.075,195.5,2,63.44,16,17.98,.325,44.42,-11.14,42.25
2018/12/7 18:00,22,45,.267,8,29,33,34.46,64.97,.585,57.71,14.8,78.9,1.239,1034.373,192.203,2,62.93,12.46,19.97,.318,49.71,-14.2,45.9
2018/12/7 19:00,17,43,.299,8,31,30,36.77,71.02,.593,58.52,14.93,77.35,.957,1034.633,195.5,2,64.73,19.77,28.02,.294,50.52,-16.07,47.35
2018/12/7 20:00,17,43,.264,9,30,30,35.73,67.3,.595,58.6,14.98,76.83,.805,1035.092,195.5,1.32,62.97,18.73,24.3,.331,49.6,-15.02,46.83
2018/12/7 21:00,20,39,.24,10,33,29,35.12,65.27,.597,60.98,14.9,76.92,.943,1035.273,195.5,1.27,61.45,15.12,26.27,.357,50.98,-18.1,47.92
2018/12/7 22:00,15,44,.207,9,28,32,34.22,62.15,.582,55.72,14.83,76.43,1.057,1035.165,195.5,1,60.17,19.22,18.15,.375,46.72,-13.17,44.43
2018/12/7 23:00,16,35,.193,10,22,36,34.53,64.42,.595,49.74,14.81,75.4,1.33,1035.098,195.5,1,61.51,18.53,29.42,.402,39.74,-7.19,39.4
2018/12/8 0:00,21,37,.186,10,19,39,34.66,65.05,.559,44.8,14.51,70.81,1.078,1035.108,195.5,1,61.19,13.66,28.05,.373,34.8,-4.49,31.81
2018/12/8 1:00,14,40,.178,10,18,39,35.33,66.95,.573,45.53,15.03,72.33,.86,1034.963,195.5,.65,63.25,21.33,26.95,.395,35.53,-2.97,33.33
2018/12/8 2:00,26,38,.159,12,18,40,34.17,63.13,.578,42.93,14.67,68.15,.905,1034.673,195.492,0,62.05,8.17,25.13,.419,30.93,-3.33,28.15
2018/12/8 3:00,20,41,.153,10,16,40,34.05,63.81,.579,42.6,14.41,70.62,1.129,1034.247,195.5,0,60.98,14.05,22.81,.426,32.6,-1.59,30.62
2018/12/8 4:00,17,44,.18,10,14,44,31.78,57.98,.58,38.15,14.68,47.82,.873,1034.187,195.5,0,52.28,14.78,13.98,.4,28.15,.68,3.82
2018/12/8 5:00,22,39,.218,15,21,44,36.11,69.28,.588,44.67,14.75,68.19,.97,1034.286,195.5,0,51.65,14.11,30.28,.37,29.67,-6.25,24.19
2018/12/8 6:00,27,48,.295,14,26,40,35.72,68.4,.595,49.77,14.57,75,1.032,1034.752,195.5,0,54.3,8.72,20.4,.3,35.77,-11.43,35
2018/12/8 7:00,24,45,.321,12,29,38,35.93,69.1,.598,53.78,14.85,75.58,1.427,1035.52,195.5,0,53.42,11.93,24.1,.277,41.78,-14.15,37.58
2018/12/8 8:00,23,55,.318,13,31,38,36.5,69.98,.59,58.3,15.43,78.2,1.16,1036.315,195.5,0,44.65,13.5,14.98,.272,45.3,-15.57,40.2
2018/12/8 9:00,28,56,.305,14,30,41,37.85,74.16,.598,53.7,14.93,79.51,1.425,1036.902,195.5,.51,39.02,9.85,18.16,.293,39.7,-15.07,38.51
2018/12/8 10:00,25,67,.255,15,30,44,38.18,74.97,.593,53.47,14.9,80.72,1.445,1036.738,195.5,1,36.98,13.18,7.97,.338,38.47,-15.1,36.72
2018/12/8 11:00,36,58,.252,18,31,45,38.5,76.15,.593,57.48,14.82,80.87,1.025,1035.972,192.558,1.68,39.9,2.5,18.15,.341,39.48,-16.18,35.87
2018/12/8 12:00,31,73,.248,16,28,47,38.95,78.4,.592,55.3,15.03,81.72,.895,1035.223,195.5,2.08,39.8,7.95,5.40000000000001,.344,39.3,-12.97,34.72
2018/12/8 13:00,26,59,.243,16,32,46,41.65,83.65,.592,57.13,14.82,81.52,1.058,1034.363,192.242,2.03,42.13,15.65,24.65,.349,41.13,-17.18,35.52
2018/12/8 14:00,24,56,.25,14,28,48,42.61,86.32,.598,56.17,14.58,81.66,.941,1033.99,195.5,2,41.9,18.61,30.32,.348,42.17,-13.42,33.66
2018/12/8 15:00,29,61,.267,14,33,48,41.18,83.58,.603,58.75,14.85,81.52,.88,1033.958,195.5,2,40.3,12.18,22.58,.336,44.75,-18.15,33.52
2018/12/8 16:00,37,59,.245,14,33,47,36.15,69.12,.592,57.6,14.73,81.62,1.35,1034.415,192.242,1.93,35.77,-.850000000000001,10.12,.347,43.6,-18.27,34.62
2018/12/8 17:00,29,55,.354,14,37,45,45.88,93.8,.6,63.52,14.87,81.55,1.465,1034.698,195.5,1,43.25,16.88,38.8,.246,49.52,-22.13,36.55
2018/12/8 18:00,29,66,.405,19,36,44,48.23,99.83,.605,61.35,14.9,81.12,1.535,1034.902,195.492,1,44.88,19.23,33.83,.2,42.35,-21.1,37.12
2018/12/8 19:00,35,64,.442,18,38,42,47.97,98.38,.607,65.41,14.98,80.85,1.305,1035.023,195.5,1,45.48,12.97,34.38,.165,47.41,-23.02,38.85
2018/12/8 20:00,40,65,.482,13,38,42,50.03,103.42,.607,64.13,15,80,1.04,1035.427,195.5,1,45.3,10.03,38.42,.125,51.13,-23,38
2018/12/8 21:00,36,73,.476,17,39,41,52.37,109.57,.6,66.5,15.4,79.92,1.498,1035.228,195.5,1,45.4,16.37,36.57,.124,49.5,-23.6,38.92
2018/12/8 22:00,35,68,.482,16,39,40,54.68,115.02,.6,64.15,16,78.3,1.215,1035.057,195.5,1,46.92,19.68,47.02,.118,48.15,-23,38.3
2018/12/8 23:00,44,72,.493,19,35,41,56.12,118.5,.6,58.9,16,76.17,1.413,1034.978,195.5,.58,49.18,12.12,46.5,.107,39.9,-19,35.17
2018/12/9 0:00,41,85,.517,16,32,40,53.82,112.79,.608,58.92,15.67,75.26,1.241,1034.966,195.5,.03,51.31,12.82,27.79,.091,42.92,-16.33,35.26
2018/12/9 1:00,43,70,.523,16,30,40,48.95,100.98,.613,56.57,15.02,74.8,1.358,1035.002,195.5,0,50.85,5.95,30.98,.09,40.57,-14.98,34.8
2018/12/9 2:00,36,63,.49,18,29,41,44.67,90.42,.617,52.65,15.08,74.25,1.533,1034.535,195.5,0,49.85,8.67,27.42,.127,34.65,-13.92,33.25
2018/12/9 3:00,36,55,.447,14,23,47,40.63,81.78,.608,46.9,14.76,74.27,.932,1033.741,195.5,0,47.25,4.63,26.78,.161,32.9,-8.24,27.27
2018/12/9 4:00,31,49,.324,12,25,48,38.88,77.68,.596,47.48,15.68,74.2,.652,1033.48,195.5,0,46.52,7.88,28.68,.272,35.48,-9.32,26.2
2018/12/9 5:00,32,48,.281,21,29,48,39.7,79.45,.6,51.85,16,74.55,.887,1033.545,195.5,0,45.43,7.7,31.45,.319,30.85,-13,26.55
2018/12/9 6:00,28,42,.288,22,32,46,42.67,86.27,.6,56.95,16,75.57,.853,1033.308,195.503,0,49.6,14.67,44.27,.312,34.95,-16,29.57
2018/12/9 7:00,29,39,.373,17,32,46,50.82,104.25,.603,57.93,16,76.75,.957,1033.413,195.6,0,54.53,21.82,65.25,.23,40.93,-16,30.75
2018/12/9 8:00,37,61,.562,13,36,44,50.45,104.23,.6,64.82,16,77.3,.653,1033.69,195.6,.5,56.95,13.45,43.23,.0379999999999999,51.82,-20,33.3
2018/12/9 9:00,37,57,.514,11,34,44,49.75,102.4,.61,62.83,16,79.23,.707,1034.215,195.6,1.22,56.33,12.75,45.4,.096,51.83,-18,35.23
2018/12/9 10:00,27,65,.421,12,31,46,47.74,97.08,.6,61.2,16,81.26,.825,1033.413,195.6,2.51,55.03,20.74,32.08,.179,49.2,-15,35.26
2018/12/9 11:00,31,54,.429,10,36,45,48.1,98.51,.6,64.24,16,81.71,.708,1032.178,195.6,3,56.75,17.1,44.51,.171,54.24,-20,36.71
2018/12/9 12:00,32,58,.428,10,43,43,48.27,98.42,.6,70.23,16,81.78,.633,1031.425,195.6,2.58,61.03,16.27,40.42,.172,60.23,-27,38.78
2018/12/9 13:00,25,57,.472,16,41,42,52.8,108.83,.6,68.83,16,81.7,.867,1030.762,195.6,1.42,75.5,27.8,51.83,.128,52.83,-25,39.7
2018/12/9 14:00,40,46,.414,14,41,42,56.42,116.5,.6,71.58,16,80.9,.553,1030.535,195.6,1,85.77,16.42,70.5,.186,57.58,-25,38.9
2018/12/9 15:00,34,48,.438,15,49,37,58.41,122.03,.6,78.31,16.05,81.11,.823,1030.144,195.6,1,86.89,24.41,74.03,.162,63.31,-32.95,44.11
2018/12/9 16:00,32,49,.448,9,50,30,67.02,135.18,.6,81.87,16,80.55,.873,1029.978,195.6,.82,91.6,35.02,86.18,.152,72.87,-34,50.55
2018/12/9 17:00,38,48,.466,12,50,30,72.75,140.85,.6,82.03,16,80.2,.837,1029.783,195.6,.55,92.17,34.75,92.85,.134,70.03,-34,50.2
2018/12/9 18:00,40,47,.469,14,50,30,73.63,141.27,.6,82.88,16,79.52,.555,1029.772,195.6,1,93.78,33.63,94.27,.131,68.88,-34,49.52
2018/12/9 19:00,39,45,.498,9,48,30,70.73,137.97,.6,82.9,16,78.88,.463,1029.712,195.6,1,94.38,31.73,92.97,.102,73.9,-32,48.88
2018/12/9 20:00,43,37,.466,7,47,30,70.72,136.48,.6,80.46,16,78.07,.526,1029.779,195.62,1,94.75,27.72,99.48,.134,73.46,-31,48.07
2018/12/9 21:00,41,40,.447,7,53,26,73.12,138.57,.613,84.63,15.78,77.3,.37,1029.63,195.815,1,96.2,32.12,98.57,.166,77.63,-37.22,51.3
2018/12/9 22:00,41,37,.398,15,52,22,74.85,140.47,.608,83.8,15.6,76.88,.422,1029.643,195.945,1.28,96.88,33.85,103.47,.21,68.8,-36.4,54.88
2018/12/9 23:00,39,38,.347,14,46,26,70.25,135.37,.607,76.35,15.23,75.38,.37,1029.305,196,1.95,97.37,31.25,97.37,.26,62.35,-30.77,49.38
2018/12/10 0:00,29,30,.305,11,39,33,61.47,125.62,.595,71.4,15.23,75.33,.582,1028.903,193.05,2,97.92,32.47,95.62,.29,60.4,-23.77,42.33
2018/12/10 1:00,39,28,.281,7,28,39,54.17,111.89,.585,62.55,15.23,75.4,.494,1028.719,196.202,2,97.72,15.17,83.89,.304,55.55,-12.77,36.4
2018/12/10 2:00,20,21,.283,6,23,44,49.7,100.73,.588,56.93,15.03,74.92,.442,1028.842,196.588,2,97.43,29.7,79.73,.305,50.93,-7.97,30.92
2018/12/10 3:00,16,18,.35,6,23,46,49.03,99.5,.606,55.44,15.15,75.88,.474,1028.188,196.7,2,97.71,33.03,81.5,.256,49.44,-7.85,29.88
2018/12/10 4:00,21,14,.341,8,27,42,51.82,106.03,.6,59.18,15.18,75.03,.456,1028.215,196.7,2,98,30.82,92.03,.259,51.18,-11.82,33.03
2018/12/10 5:00,16,15,.273,11,26,44,51.35,104.61,.585,58.57,15.09,75.54,.613,1028.117,196.77,2.13,98,35.35,89.61,.312,47.57,-10.91,31.54
2018/12/10 6:00,20,18,.312,6,26,46,45.68,91.82,.593,59.6,14.92,78.78,.843,1028.067,196.848,3,98,25.68,73.82,.281,53.6,-11.08,32.78
2018/12/10 7:00,15,17,.38,6,36,38,46.28,93.63,.608,70.57,15.25,80.32,.86,1028.24,197.292,3,98,31.28,76.63,.228,64.57,-20.75,42.32
2018/12/10 8:00,18,12,.377,6,30,43,45.28,91.52,.605,62.63,15.2,80.92,.965,1028.315,197.3,3.82,97.67,27.28,79.52,.228,56.63,-14.8,37.92
2018/12/10 9:00,16,21,.433,5,32,43,48.04,99.73,.623,66.23,15.2,81.34,.754,1028.771,193.777,4,97,32.04,78.73,.19,61.23,-16.8,38.34
2018/12/10 10:00,16,20,.456,5,33,45,45.9,93.97,.61,69.25,15.23,82.2,.755,1028.36,197.3,4.73,96.7,29.9,73.97,.154,64.25,-17.77,37.2
2018/12/10 11:00,17,16,.511,5,34,41,47.53,97.57,.632,72.82,15.1,83.02,.907,1027.573,197.482,5,96.3,30.53,81.57,.121,67.82,-18.9,42.02
2018/12/10 12:00,27,21,.459,6,34,42,42.16,84.76,.616,71.68,15.13,83.82,.789,1026.505,197.761,5,97,15.16,63.76,.157,65.68,-18.87,41.82
2018/12/10 13:00,13,17,.466,6,35,40,38.88,77.06,.613,71.19,14.88,83.34,.713,1025.297,197.816,5.31,97,25.88,60.06,.147,65.19,-20.12,43.34
2018/12/10 14:00,23,10,.48,6,38,40,41.16,82.65,.62,74.64,14.93,82.07,.693,1024.755,198.324,6,97.22,18.16,72.65,.14,68.64,-23.07,42.07
2018/12/10 15:00,13,14,.437,5,40,39,38.66,77,.612,78.75,15.27,83.05,.549,1024.631,199.532,6,97.66,25.66,63,.175,73.75,-24.73,44.05
2018/12/10 16:00,15,13,.459,5,38,38,42.5,85.67,.6,78.33,14.67,82.67,.583,1024.683,200.017,6,98,27.5,72.67,.141,73.33,-23.33,44.67
2018/12/10 17:00,33,23,.564,5,48,32,43.69,88.46,.654,84.6,15.26,82.54,.409,1025.169,201.466,6,99,10.69,65.46,.0900000000000001,79.6,-32.74,50.54
2018/12/10 18:00,19,23,.609,5,54,28,46.2,95.25,.638,88.43,15.32,82.38,.35,1025.493,202.745,6,99.03,27.2,72.25,.029,83.43,-38.68,54.38
2018/12/10 19:00,27,20,.518,5,43,30,43.84,89.21,.641,80.26,15.03,82.52,.407,1025.772,204.862,6,99,16.84,69.21,.123,75.26,-27.97,52.52
2018/12/10 20:00,18,21,.43,5,33,41,40.27,79.57,.607,69.33,14.95,82.58,.44,1025.618,205.355,6,98.35,22.27,58.57,.177,64.33,-18.05,41.58
2018/12/10 21:00,14,15,.403,5,26,47,40.58,80.25,.602,61.77,14.93,82.98,.51,1025.932,205.627,6,98,26.58,65.25,.199,56.77,-11.07,35.98
2018/12/10 22:00,14,10,.418,5,28,49,41.8,83.07,.595,64.05,14.77,81.87,.475,1025.86,205.89,6,98.63,27.8,73.07,.177,59.05,-13.23,32.87
2018/12/10 23:00,17,16,.433,5,28,46,44.68,90.83,.608,63.24,14.83,81.03,.503,1025.775,205.9,6,98.49,27.68,74.83,.175,58.24,-13.17,35.03
2018/12/11 0:00,16,17,.415,5,21,48,38.37,74.8,.603,56.35,14.68,80.52,.568,1025.893,206.038,6,99,22.37,57.8,.188,51.35,-6.32,32.52
2018/12/11 1:00,13,12,.385,5,16,53,29.88,53.18,.595,50.62,14.45,79.12,.568,1026.158,206.988,6,98.67,16.88,41.18,.21,45.62,-1.55,26.12
2018/12/11 2:00,7,11,.398,5,16,57,29.57,52.12,.6,49.38,14.5,69.18,.382,1026.538,207,6,99.5,22.57,41.12,.202,44.38,-1.5,12.18
2018/12/11 3:00,16,8,.36,6,17,54,28.57,49.76,.598,50.9,14.61,79.45,.42,1026.482,202.776,6,100,12.57,41.76,.238,44.9,-2.39,25.45
2018/12/11 4:00,11,7,.34,7,12,61,19.94,34.38,.6,44.75,14.63,54.88,.594,1026.5,207,5.44,99.06,8.94,27.38,.26,37.75,2.63,-6.12
2018/12/11 5:00,7,6,.353,5,14,61,13,22.27,.591,45.45,14.55,44.55,.727,1026.791,207,5,97.36,6,16.27,.238,40.45,.550000000000001,-16.45
2018/12/11 6:00,10,6,.399,6,20,61,13.54,23.75,.593,52.5,14.39,71.36,.657,1027.064,207,5,96.5,3.54,17.75,.194,46.5,-5.61,10.36
2018/12/11 7:00,9,6,.506,6,47,50,21.66,38.41,.616,78.25,14.91,85.97,.425,1027.519,207,5,96.16,12.66,32.41,.11,72.25,-32.09,35.97
2018/12/11 8:00,14,6,.531,6,40,41,35.84,68.9,.619,76.06,15.03,83.48,.852,1028.384,207,5,96.26,21.84,62.9,.088,70.06,-24.97,42.48
2018/12/11 9:00,12,13,.61,5,35,37,67,134.14,.61,66.21,15.24,79.69,.617,1029.203,207,4.83,96.76,55,121.14,0,61.21,-19.76,42.69
2018/12/11 10:00,43,52,.632,5,36,32,77.97,152.56,.634,65.59,15.41,79.09,.688,1029.144,200.531,4.13,95.16,34.97,100.56,.002,60.59,-20.59,47.09
2018/12/11 11:00,52,50,.805,5,37,34,91.24,184.65,.694,68.59,15.71,79.35,1.182,1028.647,207,4.71,93,39.24,134.65,-.111,63.59,-21.29,45.35
2018/12/11 12:00,72,75,1.413,7,35,29,86.23,176.08,.738,66.31,16.23,77.54,.885,1028.538,207,4.23,91.85,14.23,101.08,-.675,59.31,-18.77,48.54
2018/12/11 13:00,58,64,1.042,6,32,33,71.68,143.84,.692,64.52,15.6,78.12,.672,1028.8,207,3.24,96.32,13.68,79.84,-.35,58.52,-16.4,45.12
2018/12/11 14:00,41,49,.879,6,33,40,66.61,135.25,.671,62.5,15.25,80.5,.664,1029.046,207,3,97,25.61,86.25,-.208,56.5,-17.75,40.5
2018/12/11 15:00,44,36,1.098,6,40,37,84.7,162.12,.697,70.97,15.48,80.73,.736,1029.33,207,3,97.09,40.7,126.12,-.401,64.97,-24.52,43.73
2018/12/11 16:00,49,55,.897,7,42,33,87.14,170.69,.661,72.39,15.42,80.33,.803,1029.889,207,3,93.08,38.14,115.69,-.236,65.39,-26.58,47.33
2018/12/11 17:00,51,52,.895,6,50,29,101.66,202.59,.678,79.63,15.47,80.59,.753,1030.359,207,3,90.91,50.66,150.59,-.217,73.63,-34.53,51.59
2018/12/11 18:00,77,78,1.046,8,43,34,130.33,271.48,.694,72.88,15.79,80.61,.97,1031.145,207,3,87.64,53.33,193.48,-.352,64.88,-27.21,46.61
2018/12/11 19:00,101,103,1.087,9,44,36,143.91,295.61,.706,73.48,15.97,81.18,.697,1031.633,207,3,85.61,42.91,192.61,-.381,64.48,-28.03,45.18
2018/12/11 20:00,115,123,1.022,9,42,37,143.63,287.9,.7,68.67,15.77,80.07,.923,1031.96,207,3,84.57,28.63,164.9,-.322,59.67,-26.23,43.07
2018/12/11 21:00,111,132,1.102,11,43,38,147.32,301.56,.696,69.56,15.56,79.08,.824,1032.304,207,2.76,83.16,36.32,169.56,-.406,58.56,-27.44,41.08
2018/12/11 22:00,120,132,1.074,11,40,40,155.27,317.13,.673,65.2,15.33,78.8,.633,1032.713,207,2,80.2,35.27,185.13,-.401,54.2,-24.67,38.8
2018/12/11 23:00,125,147,1.419,15,41,42,169.35,350.53,.747,66.82,16.12,78.94,.994,1032.812,207,2,78,44.35,203.53,-.672,51.82,-24.88,36.94
2018/12/12 0:00,140,159,1.227,15,40,45,169.87,348.3,.709,61.78,15.78,78.83,.839,1033.1,207,2,75.17,29.87,189.3,-.518,46.78,-24.22,33.83
2018/12/12 1:00,137,150,1.201,14,37,47,151.53,308.75,.7,56.75,15.44,78.09,1.178,1033.238,207,1.53,72.94,14.53,158.75,-.501,42.75,-21.56,31.09
2018/12/12 2:00,110,124,1.117,15,30,51,139.36,281.45,.709,51.55,15.45,77.27,1,1033.545,207,1,70.64,29.36,157.45,-.408,36.55,-14.55,26.27
2018/12/12 3:00,111,123,1.167,16,36,49,151.97,307.42,.7,55.88,15.94,74.97,.5,1033.239,207,.27,74.55,40.97,184.42,-.467,39.88,-20.06,25.97
2018/12/12 4:00,120,139,1.409,17,43,41,182.18,379.76,.738,61.18,15.82,74.97,.956,1032.724,207,0,78.65,62.18,240.76,-.671,44.18,-27.18,33.97
2018/12/12 5:00,137,163,1.288,16,45,36,192.03,399.91,.709,65.31,15.84,74.41,1.066,1032.925,207,0,80.47,55.03,236.91,-.579,49.31,-29.16,38.41
2018/12/12 6:00,144,172,1.472,15,55,27,206.83,437.47,.723,76.63,16.3,74.5,1.113,1033.387,207,0,84.1,62.83,265.47,-.749,61.63,-38.7,47.5
2018/12/12 7:00,149,181,1.626,15,58,20,191.88,396.81,.781,79.81,17.03,74.78,.928,1034.059,207,0,82.09,42.88,215.81,-.845,64.81,-40.97,54.78
2018/12/12 8:00,128,171,1.15,15,48,23,137.14,270.71,.721,82.86,16.5,79.07,.836,1034.814,207,.93,71.57,9.13999999999999,99.71,-.429,67.86,-31.5,56.07
2018/12/12 9:00,92,124,.868,15,38,38,90.7,174.11,.681,65.05,15.73,81.03,.938,1034.849,207,2.19,55.97,-1.3,50.11,-.187,50.05,-22.27,43.03
2018/12/12 10:00,68,91,.793,13,39,43,78.03,146.62,.689,65.43,15.46,83.3,1.089,1034.851,207,3.7,49.49,10.03,55.62,-.104,52.43,-23.54,40.3
2018/12/12 11:00,53,79,.83,14,39,54,77.24,143.21,.676,63.09,14.94,88.82,.885,1033.745,200.727,5.09,46.79,24.24,64.21,-.154,49.09,-24.06,34.82
2018/12/12 12:00,62,80,1.109,15,41,67,79.74,146.37,.729,63.94,15.2,78.4,1.003,1032.809,207,6,44.4,17.74,66.37,-.38,48.94,-25.8,11.4
2018/12/12 13:00,69,82,1.383,16,48,69,88.11,162.06,.775,74.5,15.42,98.58,.864,1031.897,201.25,6.94,43,19.11,80.06,-.608,58.5,-32.58,29.58
2018/12/12 14:00,68,92,1.408,16,53,61,88.71,164.47,.776,78.65,15.5,93.85,.812,1031.45,207,7,43.06,20.71,72.47,-.632,62.65,-37.5,32.85
2018/12/12 15:00,64,93,.953,13,39,71,73.47,136.56,.703,63.31,14.97,60.13,.797,1031.003,207,6.09,45.81,9.47,43.56,-.25,50.31,-24.03,-10.87
2018/12/12 16:00,51,71,.917,11,44,70,70.19,133.58,.677,61.87,14.81,49.71,.671,1030.903,200.323,4.77,51.23,19.19,62.58,-.24,50.87,-29.19,-20.29
2018/12/12 17:00,58,73,.981,10,64,55,82.17,156.76,.679,83.41,15.21,93.66,.41,1031.238,207,3.21,60.14,24.17,83.76,-.302,73.41,-48.79,38.66
2018/12/12 18:00,68,100,1.164,10,83,39,93.96,178.3,.689,73.37,15.48,92.56,.378,1031.3,207,2.74,66.44,25.96,78.3,-.475,63.37,-67.52,53.56
2018/12/12 19:00,71,111,1.088,11,74,40,96.4,184.1,.685,90.05,15.25,89.25,.29,1031.44,207,2,67.45,25.4,73.1,-.403,79.05,-58.75,49.25
2018/12/12 20:00,72,96,1.217,10,89,28,100.38,191.85,.685,78.77,15.85,88.85,.269,1031.192,207,1.62,71.92,28.38,95.85,-.532,68.77,-73.15,60.85
2018/12/12 21:00,75,123,1.754,11,91,8,111.76,219.32,.826,61.88,18.09,87.85,.282,1031.362,207,1,84.38,36.76,96.32,-.928,50.88,-72.91,79.85
2018/12/12 22:00,86,135,1.496,10,83,5,108.25,211.63,.752,65.23,17.33,84.85,.392,1031.28,207,1,83.08,22.25,76.63,-.744,55.23,-65.67,79.85
